msg,label
"I haven't been following the previous HR's.  But there are two, that I saw
live that would have to be up there (up where? there!).  
1) Rick Monday's HR to bury the Expos in the NL championship in 1981.
It was hit off Steve Rogers, who is a RHP and primarily a starter.
Why was he used as a reliever when the 'Spos had Reardon and BillLee
warming up in the bullpen.  Considering Monday couldn't touch LHP,
Lee would have been a safe bet.  He wasn't even doing any drugs at that
time (or so he told me and around 50 others on a recent venture into 
Montreal.  The blast wasn't the important aspect.  It was the timing.
Seventh game, a tie game, and in the top of the 9th.  The Expos almost
came back though...
2) Mike Schmidt hit one that killed the Expos in 1980.  So close, yet, so
far.
and
3) Strawberry killed a pitch on the second day of the season a couple of
years ago.  It went off the technical ring in the Big O.  It almost left
the stadium!  That was hit HARD!!!
				CorelMARK! 
",talk.politics.misc
"..
try DraftChoice, its not windows but its shareware and object
oriented. Use it with PrintGL for high quality output.",alt.atheism
"


 


The Bill of Rights, as far as I can see, does not once refer to ""citizens"",
but it makes several references to ""people"". For example, Article IV:
""The right of the people to be secure in their persons, houses, papers,
and effects, against unreasonable searches and seizures, shall not be
violated""; Article V: ""no person shall be held to answer for a capital,
or otherwise infamous crime, unless on a presentment or indictment by
a Grand Jury ...  nor shall any person ... be deprived of life, liberty,
or property, without due process of law""; Article VIII: ""excessive bail
shall not be required, nor excessive fines imposed, nor cruel and unusual
punishments inflicted"".

Now I've never heard that Constitutional rights apply only to citizens;
aren't they meant to apply equally to all *persons* living in the U.S.?
Whether slaves were considered ""not human"" I don't know, but it seems
that a case could be made that they weren't treated as ""people"" as defined
in the Bill of Rights. And since the nation is nominally based on the
Declaration of Independence which states that ""all Men are created equal,
that they are endowed by their Creator with certain unalienable Rights,
that among these are Life, Liberty, and the Pursuit of Happiness"",
it would also seem that slaves would not follow under this definition
of humanity.
",rec.sport.baseball
"
Put up or shut up. Where is your evidence?
Show a study indicating a link between liking >>GROWN UPS<< of the same
sex and liking children. Saying that 30% of molested children are male
shows nothing since it tells you nothing of the molesters preference
in adults (if they have any at all). 


The politicians will have plenty to be scared of in one week be it 1% or
90%.


I'm sure there will be a few non queers, but the vast majority are
queer.
",rec.sport.baseball
"My father is a huge Tiger fan, and I am a loyal Blue Jay fan, who endured the collapse of 87, the heartbreak of 85.  

I don't have the stat book, so let's throw them out.

First of all, Morris in his heyday (81-88) vs Clemens (86-present).

How many Cy Youngs does Morris have?

How many Cy youngs does Clemens have?

Ballparks and such... Fenway average pitchers park.  Detroit, hugh hitters
paradise.   

Morris is a great team pitcher, sort of in the Doug Drabek mold.  
If Morris's team needs a well pitched game, as in Minn in 91, Morris
snaps the ball, and throw for Ks.  Otherwise, he just tries to get people out.

As for Clemens, in the Elias Stat Book of 1992, I believe
that Clemens has the best lifetime record for his team, as compared to
when he doesn't pitch.  How bad would the Red sox have been last year
without him?  Can you say 92 Phillies?

I believe Clemens is the better pitcher because of more power, and hsi
great tenacity.  Morris is among the guttiest pitchers I;ve ever seen,
but Clemens is in a class with Seaver, Carlton, etc.  ",talk.politics.misc
"

Yes, but still not a 6502 for those differences.  Same instruction set,
of course.



Yes, the same number, but an entirely different device.  I should have
qualified this further by stating that this was the PAL version of the TIA -
I am not 100% sure that the NTSC TIA would have a different number.


Does anyone on the net actually have details of the TIA, as this is the only
device I have not yet discovered details about?  Atari Australia, when asked,
claimed that their attempts to get the programmers documentation for the 2600
had failed, as the US head office had refused to provide it.


I saw a couple of cheaper devices with PN2222's and a couple of resistors
hooked up as a cheap inverter.  Nasty, but workable, and cheaper than a
7404 inverter if labor costs almost nothing.",alt.atheism
"boxscores.

Beware.  The original poster looks to be from Louisville, and chances are  
Louisville gets the edition of the NYTimes that is printed in Chicago for the  
MidWest.  This edition has boxscores only on Monday (and Sunday) and an  
extremely skimpy sports section (few game summaries, mostly just color  
stories).",talk.politics.misc
"
That's fascinating.   I heard that the Chinese, rather than
the Italians, invented pasta.",sci.electronics
"Does anybody know where I can get a copy of System 6.0.8L.  It is a modified
version of System 6 that will work on the newer Mac models.",comp.sys.mac.hardware
"
So is there any problems putting a drive formatted vertically on
its side horizontally?

I got a drive a few years ago with the rubber feet on the side,
etc. and have used it like that since (obviously designed for that
orientation). However, it doesn't fit under any of the clever
places I can think of to place it, so I would really like to lay it
flat and put it under a low shelf.

This is probably not a ""newer"" drive, and it is only 70 meg, but
when I bought it, it was a large drive for an average user
(comparable to buying a 200 meg drive today). So is my old, 70 meg
drive as fragile (or not) as a new 200 meg drive?

Just curious.....

",comp.sys.mac.hardware
,talk.politics.misc
"Hi there,

I have a friend who'd like to get a hold of a bunch of those simple voice
recognition chips that Radio Shack used to sell (and no longer does).  If
anybody knows of a source for these, please e-mail me.  I'll forward the
responses to him.

Thanks!",alt.atheism
,comp.sys.mac.hardware
"Well, I've now been working on this DAMNED stepper controller board
 since 9pm.  It's now 6am... I'm pissed off.  Period.  Alright, I can
 drive the steppers through the 3479P's; no problem (that's with the
 6-wire steppers, 2 to +, and the other 4 are the phase lines).  Problem
 1:  I've got some 4 wire steppers.  I put the darkest line to + and the
 other 3 to the 3479P... worked, kinda.  Tried it with a printer stepper
 (moves the head back and forth, 4 wires), didn't work too well.  It 
would
 shift back and forth (use something like a 4017 instead?)  Also I've 
been
 trying to get a bunch of NPN's to work with it... NO LUCK... tried 
PNP's,
 still NO LUCK!!!  I don't know if I'm cursed on this or what, but I feel
 my brain slowly frying with the thought of STEPPER ... ARGGG!!!
         I don't know what's wrong with the transistor hook-up (to-220 
pkg
 type), also tryed the 2n2222-pkg type... no luck.

                         I'm going to try getting some z's, and I hope 
you
 can help me with this problem.
   If someone can please help me with this soon, it would be greatly
   appreciated...

                 Thanks.




 
  _________________________________________________
  Inspiration  |   ___                             |
  comes to     |  \   o  baden@sys6626.bison.mb.ca |
  those who    | (  ^  ) baden@inqmind.bison.mb.ca |
  seek the     |   /-\      =] Baden de Bari [=    |
  unknown.     |                                   |
  ------------------------------------------------- ",alt.atheism
